id,user_id,filter_key,value,result_count,created_at,session_id
db6b81b5-0f7a-47f9-8a03-64b60a1f0f3a,743aae1e-e024-4953-a3ae-1413333f514f,same_school,off,0,2024-11-24T10:31:51+00:00,067090c3-424c-56f2-a15f-0e086db635e7
f62bc7fc-724b-45cd-9c77-aa1c6fac5c7d,743aae1e-e024-4953-a3ae-1413333f514f,condition,used_good,0,2024-11-24T10:31:20+00:00,067090c3-424c-56f2-a15f-0e086db635e7
f5c4b1f8-a6a8-4dce-9b10-934cb71774e1,6236d33d-7b57-486d-81e8-a247d50fa2a4,condition,used_fair,0,2024-12-15T13:09:32+00:00,2dc41c67-b981-53be-979c-ecf4b1255e06
8d0468ea-721a-4a29-9ca7-c5557c9c85d6,6236d33d-7b57-486d-81e8-a247d50fa2a4,same_zip,on,0,2024-12-15T13:05:20+00:00,2dc41c67-b981-53be-979c-ecf4b1255e06
b1cd0967-36bf-40fa-883b-2359b98e6dfa,6236d33d-7b57-486d-81e8-a247d50fa2a4,same_nationality,on,0,2024-12-15T13:14:26+00:00,2dc41c67-b981-53be-979c-ecf4b1255e06
b45b9fd1-2ec4-41dd-81f7-626a55c02d7e,6236d33d-7b57-486d-81e8-a247d50fa2a4,same_nationality,off,0,2024-12-15T13:00:35+00:00,2dc41c67-b981-53be-979c-ecf4b1255e06
58c7e921-ae89-4916-8662-57ed0889eae0,6236d33d-7b57-486d-81e8-a247d50fa2a4,same_nationality,on,0,2024-12-15T13:07:00+00:00,2dc41c67-b981-53be-979c-ecf4b1255e06
1d5e2735-7fc1-4e40-b40b-dec3a9d17b37,6236d33d-7b57-486d-81e8-a247d50fa2a4,same_zip,off,0,2024-12-15T13:04:38+00:00,2dc41c67-b981-53be-979c-ecf4b1255e06
287b8442-28a2-496a-b36a-5ad406d3fc9b,42688444-55cc-483b-a92c-df6777013516,same_zip,on,2,2024-12-21T06:55:29+00:00,31b86bec-85d4-57ab-b53e-558fd9f4dc15
5357a56b-3a7a-492e-a3d7-3dfce732fa6c,42688444-55cc-483b-a92c-df6777013516,category,textbooks,1,2024-12-21T06:42:01+00:00,31b86bec-85d4-57ab-b53e-558fd9f4dc15
96cbd1b6-a93f-4cd3-8fd5-cf58639cc2e0,43dbd776-bd4c-4ef1-933a-59af47a589b5,radius_mi,1.0,33,2024-12-29T20:25:58+00:00,7d2a7ace-64f3-5789-98b4-43a2d31bc05e
347055b4-deca-4439-b8fb-730df80903da,43dbd776-bd4c-4ef1-933a-59af47a589b5,radius_mi,10.0,59,2024-12-29T20:17:40+00:00,7d2a7ace-64f3-5789-98b4-43a2d31bc05e
f80f7d98-5eb6-4967-9b1c-0fa2c5222f27,43dbd776-bd4c-4ef1-933a-59af47a589b5,condition,like_new,20,2024-12-29T20:24:38+00:00,7d2a7ace-64f3-5789-98b4-43a2d31bc05e
c9fd2277-5851-41b6-a62d-d24fad0de01e,6eaf2004-a475-4bbd-b327-ceb492d267a7,radius_mi,10.0,59,2025-02-25T16:26:09+00:00,7ecc545f-a173-575d-bf5d-51b9b50d4683
b2fc2dc3-7b7f-49ed-8ec5-1098968f3d4e,6eaf2004-a475-4bbd-b327-ceb492d267a7,same_school,on,8,2025-02-25T16:11:51+00:00,7ecc545f-a173-575d-bf5d-51b9b50d4683
3bcd39de-d2a5-4451-9731-ea1c15ccace7,6eaf2004-a475-4bbd-b327-ceb492d267a7,condition,new,0,2025-02-25T16:19:03+00:00,7ecc545f-a173-575d-bf5d-51b9b50d4683
ff914aba-771b-4e37-b97b-10906d95f8b6,e2bc1752-1983-472e-bbd9-c6fae7cac58a,condition,like_new,0,2025-01-05T10:22:10+00:00,f77e4b0d-5de5-5eca-8368-cfc71e1dbd13
b255c028-5592-4628-bcf6-dc43117be640,e2bc1752-1983-472e-bbd9-c6fae7cac58a,same_school,off,0,2025-01-05T10:34:40+00:00,f77e4b0d-5de5-5eca-8368-cfc71e1dbd13
0669758b-37a1-49a3-b0a6-0f19c0943eba,e2bc1752-1983-472e-bbd9-c6fae7cac58a,condition,"like_new,used_fair",1,2025-01-05T10:36:39+00:00,f77e4b0d-5de5-5eca-8368-cfc71e1dbd13
01b88a82-30d8-4b4c-ba59-f00720404b5e,e2bc1752-1983-472e-bbd9-c6fae7cac58a,condition,"like_new,used_fair,used_good",5,2025-01-05T10:23:18+00:00,f77e4b0d-5de5-5eca-8368-cfc71e1dbd13
ec8c9f8e-a236-41a3-be49-9b1bca055077,e2bc1752-1983-472e-bbd9-c6fae7cac58a,category,free_stuff,0,2025-01-05T10:21:56+00:00,f77e4b0d-5de5-5eca-8368-cfc71e1dbd13
0ec726b8-ec6a-443e-bf30-6ab73a9231eb,5ca23f6e-524f-449e-b9d2-a758e70cff73,radius_mi,5.0,28,2025-01-17T02:12:13+00:00,0d2fc4f1-d77f-5e89-b4a2-f708519b967e
3261ae6f-e797-4b4e-81b7-78a992373df0,5ca23f6e-524f-449e-b9d2-a758e70cff73,same_school,on,6,2025-01-17T02:13:47+00:00,0d2fc4f1-d77f-5e89-b4a2-f708519b967e
807f87ce-b760-463f-b1e3-2bd958e10da4,5ca23f6e-524f-449e-b9d2-a758e70cff73,category,electronics,1,2025-01-17T02:02:05+00:00,0d2fc4f1-d77f-5e89-b4a2-f708519b967e
255d6841-8fc7-46a6-b15e-062052d7582e,5ca23f6e-524f-449e-b9d2-a758e70cff73,same_zip,off,1,2025-01-17T02:00:39+00:00,0d2fc4f1-d77f-5e89-b4a2-f708519b967e
70552afc-5684-4345-9095-c22762dee34c,5ca23f6e-524f-449e-b9d2-a758e70cff73,condition,like_new,0,2025-01-17T02:15:00+00:00,0d2fc4f1-d77f-5e89-b4a2-f708519b967e
f282ba02-ee82-4af1-ab9c-b921c98e2ff0,5ca23f6e-524f-449e-b9d2-a758e70cff73,category,"electronics,furniture",2,2025-01-17T02:14:58+00:00,0d2fc4f1-d77f-5e89-b4a2-f708519b967e
ad86d313-fd9b-4fe0-822d-c384e9341c01,99d52a61-bee5-4684-9df6-159e47cc27be,category,bikes_transport,1,2025-01-14T09:37:08+00:00,5023e42c-c6d8-5e4c-b9ed-f483b035bdbe
6ca86404-62e7-45df-bc41-381d170ee975,99d52a61-bee5-4684-9df6-159e47cc27be,category,"bikes_transport,free_stuff",1,2025-01-14T09:35:19+00:00,5023e42c-c6d8-5e4c-b9ed-f483b035bdbe
36e00e23-a980-41ec-9794-fcf550836767,99d52a61-bee5-4684-9df6-159e47cc27be,radius_mi,2.5,4,2025-01-14T09:32:23+00:00,5023e42c-c6d8-5e4c-b9ed-f483b035bdbe
cd04d15f-0754-4193-aedf-6630bd59dc32,99d52a61-bee5-4684-9df6-159e47cc27be,radius_mi,0.5,1,2025-01-14T09:37:11+00:00,5023e42c-c6d8-5e4c-b9ed-f483b035bdbe
71f17a3e-810b-4fc8-8420-75bf34f85ece,e1ed7e6e-8e69-4089-a848-80cc71f34ee0,same_nationality,on,1,2025-03-05T07:16:57+00:00,37a1c570-966e-54f2-818c-081d8f85861a
b0daea43-b66a-42be-974a-2764f7a57f75,e1ed7e6e-8e69-4089-a848-80cc71f34ee0,same_nationality,off,46,2025-03-05T07:23:53+00:00,37a1c570-966e-54f2-818c-081d8f85861a
5e2b7765-c787-4cc0-b1a4-fa08ef3e17d8,e1ed7e6e-8e69-4089-a848-80cc71f34ee0,radius_mi,2.5,46,2025-03-05T07:11:30+00:00,37a1c570-966e-54f2-818c-081d8f85861a
de8e43da-8b9c-4007-919f-e5d423db7699,e1ed7e6e-8e69-4089-a848-80cc71f34ee0,same_zip,on,8,2025-03-05T07:12:13+00:00,37a1c570-966e-54f2-818c-081d8f85861a
8b4443e0-58a1-43dd-84b6-0f4628d25be8,e1ed7e6e-8e69-4089-a848-80cc71f34ee0,same_zip,off,46,2025-03-05T07:12:36+00:00,37a1c570-966e-54f2-818c-081d8f85861a
b8caeb5b-a6df-4617-bb10-058bf04a39c7,e1ed7e6e-8e69-4089-a848-80cc71f34ee0,condition,used_fair,4,2025-03-05T07:12:42+00:00,37a1c570-966e-54f2-818c-081d8f85861a
46076318-5f18-4c25-a97d-8d649a96c325,eb37e445-ad15-450f-aac9-165635b7ef7b,same_nationality,off,53,2025-02-19T20:10:49+00:00,60a4d559-2936-5fe9-b748-2cba534a4d1a
4c3415f5-480f-4f2e-9c15-7df0c2a07b92,eb37e445-ad15-450f-aac9-165635b7ef7b,same_school,on,2,2025-02-19T20:10:35+00:00,60a4d559-2936-5fe9-b748-2cba534a4d1a
eb3c85d8-276b-4cc6-a4bc-a18e1b22ff0d,eb37e445-ad15-450f-aac9-165635b7ef7b,condition,used_fair,0,2025-02-19T20:13:39+00:00,60a4d559-2936-5fe9-b748-2cba534a4d1a
6b71b85f-fc2e-4a85-adaa-ff9cbd2e1ebe,eb37e445-ad15-450f-aac9-165635b7ef7b,same_zip,on,0,2025-02-19T20:15:57+00:00,60a4d559-2936-5fe9-b748-2cba534a4d1a
67e7781e-878b-487c-b7f0-ebd6ad006dd2,eb37e445-ad15-450f-aac9-165635b7ef7b,condition,"like_new,used_fair",0,2025-02-19T20:12:19+00:00,60a4d559-2936-5fe9-b748-2cba534a4d1a
768d495e-3fcf-4218-9747-7eec346cd19e,eb37e445-ad15-450f-aac9-165635b7ef7b,same_school,off,0,2025-02-19T20:17:55+00:00,60a4d559-2936-5fe9-b748-2cba534a4d1a
b74b278d-1c2b-4878-9266-90d6f71e6a89,ce36aea6-fdbd-41f0-af71-96972ce4d5d1,radius_mi,0.5,30,2025-02-04T15:21:08+00:00,99faff0d-dad2-5b36-b8c2-43ff955dfcbc
63440097-46b2-4828-a488-48ea85237441,ce36aea6-fdbd-41f0-af71-96972ce4d5d1,radius_mi,2.5,56,2025-02-04T15:22:51+00:00,99faff0d-dad2-5b36-b8c2-43ff955dfcbc
033152c9-3754-49a8-9f7f-4b059ee92065,ce36aea6-fdbd-41f0-af71-96972ce4d5d1,same_school,on,9,2025-02-04T15:26:21+00:00,99faff0d-dad2-5b36-b8c2-43ff955dfcbc
2f51a919-4a0f-4d40-a83b-388592b9b1c8,ce36aea6-fdbd-41f0-af71-96972ce4d5d1,category,electronics,1,2025-02-04T15:29:36+00:00,99faff0d-dad2-5b36-b8c2-43ff955dfcbc
c9bc13eb-280e-4349-9d14-ce58512b4478,29b08317-6763-47c6-93e5-e9d211886a27,category,textbooks,10,2025-02-06T06:41:46+00:00,98dcd9c7-e898-5464-b3ce-d4088fc3b0d2
ce06bb00-f7b6-4673-8984-4aae251a28e9,29b08317-6763-47c6-93e5-e9d211886a27,condition,like_new,1,2025-02-06T06:52:01+00:00,98dcd9c7-e898-5464-b3ce-d4088fc3b0d2
7ee2464f-4183-4dea-803d-42f8e6318ed9,29b08317-6763-47c6-93e5-e9d211886a27,category,"clothing,textbooks",1,2025-02-06T06:44:42+00:00,98dcd9c7-e898-5464-b3ce-d4088fc3b0d2
1bff5123-3bfd-4436-809e-952fc3c079a4,29b08317-6763-47c6-93e5-e9d211886a27,same_zip,on,0,2025-02-06T06:45:17+00:00,98dcd9c7-e898-5464-b3ce-d4088fc3b0d2
1bde58d5-3f97-41eb-b0a3-c00b9107f2fd,29b08317-6763-47c6-93e5-e9d211886a27,same_nationality,on,0,2025-02-06T06:55:49+00:00,98dcd9c7-e898-5464-b3ce-d4088fc3b0d2
c43340e6-8799-4ea1-988d-1027fde6546f,29b08317-6763-47c6-93e5-e9d211886a27,condition,"like_new,used_good",0,2025-02-06T06:53:48+00:00,98dcd9c7-e898-5464-b3ce-d4088fc3b0d2
33bacfe0-9bb1-43d5-8de2-81ed245ca14a,4191e4fb-4f72-4e71-ad79-a05abd92be9f,condition,new,1,2025-02-06T16:28:09+00:00,12ad7b91-9382-5eb5-856a-f711c908b904
65f8c1b6-7a6b-4660-8081-4fd1f9ec1534,4191e4fb-4f72-4e71-ad79-a05abd92be9f,same_school,on,1,2025-02-06T16:40:44+00:00,12ad7b91-9382-5eb5-856a-f711c908b904
c5a44bcf-dcd5-4938-b4ca-9d90e6510963,9f74975f-3000-4ef2-b2a2-1cdac8513b60,same_nationality,on,2,2025-02-10T10:43:11+00:00,6ee068de-9775-5428-a519-7167e5a9b2ae
6738d247-974b-4d78-b608-cf71409c0e65,9f74975f-3000-4ef2-b2a2-1cdac8513b60,same_school,on,0,2025-02-10T10:48:24+00:00,6ee068de-9775-5428-a519-7167e5a9b2ae
2a35ceb3-5f2a-450d-a578-cdb95f907364,9f74975f-3000-4ef2-b2a2-1cdac8513b60,same_nationality,off,3,2025-02-10T10:53:24+00:00,6ee068de-9775-5428-a519-7167e5a9b2ae
3f58991c-a015-4ec0-aec1-adf10fb04753,9f74975f-3000-4ef2-b2a2-1cdac8513b60,category,furniture,2,2025-02-10T10:55:51+00:00,6ee068de-9775-5428-a519-7167e5a9b2ae
7e31e9fc-e98a-4db9-b40b-2b31f0629279,8d0a4127-34d4-4cb0-ab2c-8a44732c4636,condition,new,0,2025-02-12T22:45:28+00:00,617a9286-4008-5809-a9b3-31f8d834c83d
dc3110cb-9440-4d8c-8a49-c716bca4ae5d,8d0a4127-34d4-4cb0-ab2c-8a44732c4636,radius_mi,10.0,0,2025-02-12T22:47:05+00:00,617a9286-4008-5809-a9b3-31f8d834c83d
55891702-8d4b-4b6e-a791-f72fedda846f,8d0a4127-34d4-4cb0-ab2c-8a44732c4636,same_zip,on,0,2025-02-12T22:39:38+00:00,617a9286-4008-5809-a9b3-31f8d834c83d
8442c462-1aa0-46e1-821c-1ad5cd4ec707,f3f35b1f-6722-4fb3-9c50-39c6796b2515,category,free_stuff,0,2025-03-18T07:32:39+00:00,a482946b-2e3f-5cf8-8db5-eab0610981cf
68bf1572-db96-46b2-962f-aff8fbebfdd1,f3f35b1f-6722-4fb3-9c50-39c6796b2515,same_zip,on,0,2025-03-18T07:26:36+00:00,a482946b-2e3f-5cf8-8db5-eab0610981cf
a8899546-ca9e-4db8-b477-1c9ef9769baa,bc9cbd74-f51e-47e9-ba77-1f2c017e9cca,radius_mi,5.0,3,2025-06-12T02:03:33+00:00,423e5e41-ca88-5554-b928-ca92c8160e03
a0d37930-e304-4352-a916-aa99f0e11da7,bc9cbd74-f51e-47e9-ba77-1f2c017e9cca,same_nationality,on,1,2025-06-12T02:11:29+00:00,423e5e41-ca88-5554-b928-ca92c8160e03
1ff4a0a3-b9e3-4286-b939-d32708d4268d,bc9cbd74-f51e-47e9-ba77-1f2c017e9cca,category,textbooks,0,2025-06-12T02:15:49+00:00,423e5e41-ca88-5554-b928-ca92c8160e03
610a3c9e-7f46-4091-ad70-cb669458e1bf,d34b2b4a-bc0b-4ffd-83db-00f5cc6c937f,category,furniture,9,2025-03-13T10:09:45+00:00,49bba7f7-a94c-5d61-a946-d8c3f6163a59
a4428c53-fae3-4e05-a033-a8114cf26021,d34b2b4a-bc0b-4ffd-83db-00f5cc6c937f,radius_mi,1.0,9,2025-03-13T10:11:45+00:00,49bba7f7-a94c-5d61-a946-d8c3f6163a59
f863d42d-e7c4-44cc-996a-98072f5bb634,d34b2b4a-bc0b-4ffd-83db-00f5cc6c937f,same_school,on,2,2025-03-13T10:08:08+00:00,49bba7f7-a94c-5d61-a946-d8c3f6163a59
1d89ca9c-b9b8-490d-9126-9612b0e4684d,d34b2b4a-bc0b-4ffd-83db-00f5cc6c937f,same_nationality,off,5,2025-03-13T10:03:06+00:00,49bba7f7-a94c-5d61-a946-d8c3f6163a59
1d4fe429-131a-40d8-867c-28e30589a189,d34b2b4a-bc0b-4ffd-83db-00f5cc6c937f,category,"bikes_transport,furniture",5,2025-03-13T10:14:18+00:00,49bba7f7-a94c-5d61-a946-d8c3f6163a59
e3709c4a-a639-4140-8337-bea553442301,04ef5bae-6f20-43c1-84c2-80053a99d1b1,radius_mi,1.0,13,2025-03-07T00:07:51+00:00,e74ecb36-e943-5c04-b507-72679478aeae
2104f2c9-b309-4b31-863a-3781d77c4b5d,04ef5bae-6f20-43c1-84c2-80053a99d1b1,category,furniture,4,2025-03-06T23:56:11+00:00,e74ecb36-e943-5c04-b507-72679478aeae
7246ce05-a20c-4ef5-87a4-8e9774e3ecb3,be814268-912b-47b4-8181-c0ede2b04826,same_zip,on,0,2025-02-20T01:46:23+00:00,79513510-26f5-583f-82fe-5059713116a8
e8d8597a-6251-4c00-910f-1ec9e3d25fbd,be814268-912b-47b4-8181-c0ede2b04826,radius_mi,2.5,0,2025-02-20T01:45:20+00:00,79513510-26f5-583f-82fe-5059713116a8
bd357246-0afa-4da1-90c0-11d62c0854a4,62d505af-b1ab-402a-b8ac-bf03c359aea7,condition,like_new,0,2025-04-10T08:13:33+00:00,1a39701d-3c27-578f-bccb-595b9ed10be3
fc95370c-3f67-463c-a8d9-6584bfba4bd5,62d505af-b1ab-402a-b8ac-bf03c359aea7,same_nationality,on,0,2025-04-10T08:22:17+00:00,1a39701d-3c27-578f-bccb-595b9ed10be3
49a29e34-11a2-4714-ac48-4c509a2c7e24,62d505af-b1ab-402a-b8ac-bf03c359aea7,same_zip,off,8,2025-04-10T08:22:19+00:00,1a39701d-3c27-578f-bccb-595b9ed10be3
db1c604d-d420-4326-bd39-d5b906f69425,62d505af-b1ab-402a-b8ac-bf03c359aea7,condition,"like_new,new",13,2025-04-10T08:24:54+00:00,1a39701d-3c27-578f-bccb-595b9ed10be3
40cd9915-4ed5-42b3-bae6-0e7fc153442f,62d505af-b1ab-402a-b8ac-bf03c359aea7,category,clothing,0,2025-04-10T08:10:31+00:00,1a39701d-3c27-578f-bccb-595b9ed10be3
d7f9f381-5f68-4ecb-8c86-260c673c1d12,62d505af-b1ab-402a-b8ac-bf03c359aea7,same_nationality,off,0,2025-04-10T08:18:58+00:00,1a39701d-3c27-578f-bccb-595b9ed10be3
95c412a3-2fa8-4089-88b0-70c8665fa798,09df0479-c184-43eb-84fc-57806ea9743a,condition,used_good,5,2025-03-26T05:16:12+00:00,4e5fd5a3-8390-5f38-9bfc-251331d24c35
2bdb0377-f46a-487a-8abf-371bfc8ef58a,09df0479-c184-43eb-84fc-57806ea9743a,same_school,on,1,2025-03-26T05:24:43+00:00,4e5fd5a3-8390-5f38-9bfc-251331d24c35
f41378c4-f1a6-4c1e-82f1-cf5126ef411c,09df0479-c184-43eb-84fc-57806ea9743a,radius_mi,2.5,3,2025-03-26T05:22:46+00:00,4e5fd5a3-8390-5f38-9bfc-251331d24c35
94db0dac-5a8b-4274-b3f5-b294a01ff59f,09df0479-c184-43eb-84fc-57806ea9743a,same_school,off,29,2025-03-26T05:16:04+00:00,4e5fd5a3-8390-5f38-9bfc-251331d24c35
e0480625-fa55-4c5b-8bb8-e0e8f2eec343,09df0479-c184-43eb-84fc-57806ea9743a,condition,(cleared),63,2025-03-26T05:26:31+00:00,4e5fd5a3-8390-5f38-9bfc-251331d24c35
6dd2e90b-a1c5-4314-b218-8132e3518d4e,09df0479-c184-43eb-84fc-57806ea9743a,same_school,on,4,2025-03-26T05:13:09+00:00,4e5fd5a3-8390-5f38-9bfc-251331d24c35
f31e205b-4686-4808-956e-0f227bd83132,c90cc779-75f4-4f0d-8f0e-bf02ad0ba33c,condition,new,5,2025-03-20T01:13:53+00:00,b1c0f429-3bfb-573d-8738-92357eb9d3f4
4f36d9ba-86ab-47f8-89ec-026940b74eb4,c90cc779-75f4-4f0d-8f0e-bf02ad0ba33c,condition,"like_new,new",15,2025-03-20T01:18:43+00:00,b1c0f429-3bfb-573d-8738-92357eb9d3f4
b9b024ce-efd9-495c-8c2e-94b89fb202e9,c90cc779-75f4-4f0d-8f0e-bf02ad0ba33c,same_school,on,3,2025-03-20T01:16:37+00:00,b1c0f429-3bfb-573d-8738-92357eb9d3f4
1f72ed79-5c96-4a0d-9f6b-fdb4da8f010a,c90cc779-75f4-4f0d-8f0e-bf02ad0ba33c,radius_mi,10.0,7,2025-03-20T01:22:58+00:00,b1c0f429-3bfb-573d-8738-92357eb9d3f4
8e975895-0ab6-44f9-a111-ff60d7105357,743aae1e-e024-4953-a3ae-1413333f514f,same_zip,on,34,2025-04-05T18:28:01+00:00,ed48a65b-b476-5957-9f6f-14f02045dd77
1f4bc5b3-4bec-414e-9e00-642c7dad1245,743aae1e-e024-4953-a3ae-1413333f514f,same_nationality,on,1,2025-04-05T18:33:41+00:00,ed48a65b-b476-5957-9f6f-14f02045dd77
02e68f18-cb62-475d-a5cb-da8063b519ea,743aae1e-e024-4953-a3ae-1413333f514f,condition,new,0,2025-04-05T18:29:03+00:00,ed48a65b-b476-5957-9f6f-14f02045dd77
f46a06d7-b5be-455a-b010-551a7d8a111c,743aae1e-e024-4953-a3ae-1413333f514f,same_zip,off,3,2025-04-05T18:30:55+00:00,ed48a65b-b476-5957-9f6f-14f02045dd77
3f020b28-2426-4cc1-8dda-358f4acf5826,6e62d7bb-6bda-4ea0-82c5-87c508932975,same_zip,on,6,2025-04-08T18:50:56+00:00,b0fc5481-da2b-5e51-bc19-10709c5a73ca
8c8d1691-353d-4c08-a9cc-ab6d3bcca8bf,6e62d7bb-6bda-4ea0-82c5-87c508932975,same_zip,off,12,2025-04-08T18:51:26+00:00,b0fc5481-da2b-5e51-bc19-10709c5a73ca
0c3b2f36-cbce-4ca5-bd41-ced73207fa3d,6e62d7bb-6bda-4ea0-82c5-87c508932975,condition,used_good,5,2025-04-08T18:47:42+00:00,b0fc5481-da2b-5e51-bc19-10709c5a73ca
3a6724c5-9ff0-4de8-ae38-74a48a969004,6e62d7bb-6bda-4ea0-82c5-87c508932975,same_school,off,31,2025-04-08T18:57:44+00:00,b0fc5481-da2b-5e51-bc19-10709c5a73ca
ab24917c-47d4-4c24-baf1-a2a1f277b69c,6e62d7bb-6bda-4ea0-82c5-87c508932975,same_zip,on,17,2025-04-08T19:02:05+00:00,b0fc5481-da2b-5e51-bc19-10709c5a73ca
7e9768a3-c5f3-485e-a0d4-debad47b5dce,6e62d7bb-6bda-4ea0-82c5-87c508932975,radius_mi,1.0,17,2025-04-08T18:57:15+00:00,b0fc5481-da2b-5e51-bc19-10709c5a73ca
3346dda6-3d20-4477-a767-8c1bfa6d3bd7,443b392f-72a1-4279-ae51-a849f1fedfff,same_zip,on,13,2025-04-05T17:10:36+00:00,8e44aace-3448-5a99-a2a9-d07a62fb0758
7da722fe-c604-457a-b8f2-b41f7a89c9ec,443b392f-72a1-4279-ae51-a849f1fedfff,same_nationality,on,5,2025-04-05T17:09:17+00:00,8e44aace-3448-5a99-a2a9-d07a62fb0758
ddcdb19c-e135-4478-8803-7996824872d1,443b392f-72a1-4279-ae51-a849f1fedfff,condition,used_fair,1,2025-04-05T17:19:05+00:00,8e44aace-3448-5a99-a2a9-d07a62fb0758
ba53f5ac-7d9a-4554-942f-1b28b131419d,443b392f-72a1-4279-ae51-a849f1fedfff,category,furniture,0,2025-04-05T17:05:14+00:00,8e44aace-3448-5a99-a2a9-d07a62fb0758
31c56ca3-a3b9-4bef-8a62-055e9a96f448,443b392f-72a1-4279-ae51-a849f1fedfff,same_school,on,0,2025-04-05T17:11:38+00:00,8e44aace-3448-5a99-a2a9-d07a62fb0758
b1671db4-aeb5-4fd5-a250-d89c83254c8e,443b392f-72a1-4279-ae51-a849f1fedfff,same_school,off,0,2025-04-05T17:06:39+00:00,8e44aace-3448-5a99-a2a9-d07a62fb0758
3bfdfec9-1c57-493b-9d23-4536987f2881,2709bb2d-e639-44c0-920f-80a9f4c4955e,category,sports,0,2025-04-01T18:00:47+00:00,bf83602d-eb12-570d-9647-27cf78afd1cd
4d90c83d-df4c-41da-b959-9710ac3beed1,2709bb2d-e639-44c0-920f-80a9f4c4955e,same_zip,on,0,2025-04-01T17:50:34+00:00,bf83602d-eb12-570d-9647-27cf78afd1cd
