id,user_id,session_id,query,result_count,clicked_listing_id,created_at
b806926c-f644-4caa-a05c-8a05d5a0ccca,1e35bc63-b9b9-4dc0-bbca-ba32d6a1676f,8f914a18-6eb5-59f8-962e-25cff997cddb,bookshelf,0,,2025-02-05T19:58:52+00:00
6a2d375a-0ba2-4266-95ee-0ddbf4f35108,183fdc19-a9c5-4db8-a9f3-e0f20feea8e8,02d10cc6-3dcd-55c3-8875-7df7a0b9ce4c,sofa,28,,2025-02-16T03:28:00+00:00
3a5fa0c8-d195-4c71-a14d-25d49e2f7107,0c75c528-0777-4d48-b0e4-87ab07dcd5a2,5676e4fb-b040-5ee6-af99-82694794db8e,coffee table,17,b080bc8b-32e0-478b-a88e-0578c64791d9,2025-03-08T16:13:35+00:00
6ec6d159-0ea0-4a3c-9dfc-9450b6f27661,0c75c528-0777-4d48-b0e4-87ab07dcd5a2,5676e4fb-b040-5ee6-af99-82694794db8e,guitar,0,,2025-03-08T16:17:53+00:00
88e4f72a-9208-46e8-83f0-e2283789468c,9683d7cb-c320-48ab-b91d-373a4a32cc44,dc061b76-b49e-5eb8-b939-19b573fe2e13,vacuum,17,b6c80d64-e4a2-4739-9f4f-ddd7c47db6d6,2025-01-28T05:22:14+00:00
8ccc5e80-5fb1-4beb-be1d-0d911cdce35c,53cbc155-02f5-409e-90b8-e1d1b8a42be9,b7d914e9-1939-547d-a4dd-a93005a60e00,mattress,39,f4ef061d-65d9-4d85-ae4f-5658969c184e,2025-02-06T14:42:40+00:00
9405c668-70ff-4968-a381-c5908cbcaefa,5ab1b529-4f5e-42a1-8f82-f88bad579d46,5fabe693-67d9-5f1a-9db6-a4656386e31e,rice cooker,5,,2025-02-01T09:43:06+00:00
8739e4fa-069e-4af8-970f-8e88772a8df6,8ca12932-1c6f-4ce8-b5ac-da66575fd911,954e0f2e-b6c5-54da-bb30-a81aabb85306,dresser,25,1cbdb92d-617d-4bb7-8b51-0bc44020bd81,2025-02-18T00:56:16+00:00
fe171bdb-61a6-4ee9-a0c2-47bb956b2827,75a9c08b-c3f9-48ea-bba3-d6136d51a785,cd042c38-d8e8-5147-829b-733ee608b958,ps5,0,,2025-05-15T09:31:01+00:00
9ab18ab9-ad0e-48a9-89c9-67e80e964cce,6cad3973-c23d-4cec-bb0c-6ecf78003373,cd666070-e2a2-5449-8190-27412742d0c3,mini fridge,5,71a0699f-669a-434e-ac77-c3b9da9705ca,2025-01-30T05:16:23+00:00
9415a9f6-6363-42ac-b345-6cf54ced3395,081ff1ec-6b6e-4345-b592-685440228bd4,6d357e57-f7ad-5fea-ba45-8f21ac6fda10,microwave,4,,2025-02-05T06:09:16+00:00
52e95733-70a7-43cd-b3fa-dca65b474e6e,3e1135b6-a11d-4440-9839-7607ab0df809,46302a69-c705-55c5-a993-26ec99e5aa89,monitor,17,871d21a7-7f5d-4909-9b4e-48172a16e2a8,2025-02-14T04:50:40+00:00
f743eca1-d22d-47c1-99a8-a344064383eb,69546e0c-13bb-4597-8ce8-09cf53b9a4ff,d79ac8b5-b915-5281-be09-97905625c242,monitor,17,09970f75-43e1-4877-8cf0-e983b60eaf7d,2025-02-05T07:17:45+00:00
3feed2d5-4d26-429d-bd41-bf1c00aec083,0b20e057-ab25-4963-a1eb-383458386c85,3d9a082c-1545-5ad8-997b-dfa4795b7355,guitar,0,,2025-02-15T09:46:08+00:00
452a1fe0-fe07-411c-988a-c358d98c24b8,7d2e833a-8242-43a6-93ca-e79df0b2cd59,1fc2e092-87fe-5d9a-add0-469ef528b09f,corporate finance,15,75ab175e-bac7-4c1b-9ee5-3bf66bc76c71,2025-02-15T14:09:38+00:00
7941ceb0-eef0-41f2-a5f1-336d2b89afb8,62d505af-b1ab-402a-b8ac-bf03c359aea7,1a39701d-3c27-578f-bccb-595b9ed10be3,ikea desk,0,,2025-04-10T08:24:21+00:00
3768ec03-9460-420f-a11c-8d0d22bd7a87,c3e6de0b-ae0e-464a-aeef-51bebdd50073,5660972a-e652-5ea4-9108-f34ee1037ed3,airpods max,0,,2025-02-28T21:04:52+00:00
c2af2a2c-d0c7-4241-a60f-8783ab6083eb,d1069292-d635-44f8-8c01-1494891ae61f,cdf696f2-6d41-56b6-b6e3-3b35ab1b1e99,mini fridge,5,5cbd8ea8-2b9d-4d7c-88eb-1ccf468fdb0f,2025-04-11T13:50:03+00:00
d8c0adc2-51d5-4695-ae19-02153cbb8414,53a84c41-db22-49bf-98bd-d408fffdabc3,9f324759-7213-5f3a-abf7-151e8d3bfe6c,sublet,0,,2025-03-31T18:24:55+00:00
de38bcf1-d153-4ed3-af66-411c0adef7d9,742f60c2-2f3a-4c03-86e2-e6b289299c40,9ea1ba87-845e-5f84-bb51-d92023043b95,vacuum,17,c412dbe2-2164-467b-85fa-ee361c57a270,2025-03-12T14:02:20+00:00
0569d128-575b-4816-b9b5-0559dd72ebdc,75fb3cc3-3a13-475e-9146-fa6c2c28ad75,8345871b-6411-5d2f-bca9-208889e27475,ipad,18,,2025-02-26T15:09:31+00:00
7c4a9921-5279-4924-b17e-9bc23fcf206c,f79de4b1-f0cc-45e9-85c3-b3112725fde1,cef72313-761c-5547-995d-1e9722e06162,apartment,0,,2025-03-05T21:57:49+00:00
d0b7ef85-2534-4e7d-97e8-df6d043eb11f,ec6a23be-ddf8-411b-a001-feea58a50c51,2a4a47e9-be8c-5612-af3a-16bc60f0d199,sofa,28,4a17397e-f126-4099-a032-b406836fc205,2025-03-14T02:05:00+00:00
e014c2d2-5117-40fb-9564-6efbfe9190c3,ec6a23be-ddf8-411b-a001-feea58a50c51,2a4a47e9-be8c-5612-af3a-16bc60f0d199,parka,2,,2025-03-14T02:03:55+00:00
65aaf528-2514-4cc7-9ed6-704d5ee9c63a,e5d66484-0921-411a-aecc-60e791695a29,863e0fe1-8c74-593b-8c34-7e54f4e551ec,mattress,39,,2025-03-07T04:02:47+00:00
52dfb920-df86-4520-926a-d697d4ae1bd8,d7b30ac7-a843-4c2c-b7d0-5dbca0c169c3,6b4c4176-870b-5647-930f-6c7e7e840bb2,textbook,0,,2025-03-12T01:45:59+00:00
da75f4fd-038e-4453-9f95-5ad67c2572a8,d1069292-d635-44f8-8c01-1494891ae61f,cdf696f2-6d41-56b6-b6e3-3b35ab1b1e99,sofa,28,,2025-04-11T13:52:58+00:00
d037e995-66a7-46c9-b6cb-ac60bdf68ab4,f87b345a-0777-46fc-865a-b76dacc1e90a,0a446d3f-a67a-583c-873a-5bcdd1636ea8,airpods max,0,,2025-03-14T02:22:53+00:00
ed5c92a5-3442-416d-9231-adc8173e8502,dd6a0ad5-cbc7-4d17-8a8a-229cea78e52b,ab8d67a7-4201-5d91-9b0e-c6399ab2a4aa,kettle,13,087ed90f-ca6d-4fbc-8160-05f0a10ae19f,2025-03-06T22:19:32+00:00
60385d44-4a32-4b9a-8b65-9f8f3728ea28,fba653f1-56a1-4e32-b3a6-1205a8a2e461,e1c6184b-b2f8-5121-9392-51fff3b15c32,monitor,17,acebf6ac-0293-485a-832d-0f8f0138786e,2025-03-05T01:36:17+00:00
9db40587-108d-4bf9-8ba2-80a98480d793,7357e086-3d97-4c00-bd2a-662d18d0abec,65c83011-f507-5ae1-a4ae-078e1e656b91,bike,18,,2025-03-18T05:59:45+00:00
87555145-15c9-42ef-bd58-26ead71e7dbd,bdd3bd04-7e4b-4d82-816f-dceb5fae55ea,db394da7-7077-5faf-b415-8020b1850617,yoga mat,8,,2025-03-16T01:28:25+00:00
bdf5486f-1c19-47bd-ae56-b90adfb6007d,42688444-55cc-483b-a92c-df6777013516,5321eac8-d080-514a-acc5-22874f0e2090,boots,15,,2025-03-17T09:54:52+00:00
863b8d8f-dfee-4feb-a16b-362b0cb0d004,e0ac1371-730b-4fd6-8af4-80859ee0ade7,9595a378-d4bc-55d3-a2be-dc40eb3ea5aa,mini fridge,5,df494339-a0af-4af8-b065-29d7ae47f220,2025-02-27T16:37:16+00:00
e82d0ff6-4716-4209-a7be-8efd2c35c5e2,f3f35b1f-6722-4fb3-9c50-39c6796b2515,a482946b-2e3f-5cf8-8db5-eab0610981cf,rice cooker,5,,2025-03-18T07:28:04+00:00
307acb22-d682-45d6-bba0-530a41050f0a,39253471-72c7-42b6-ad3a-569f5728f21e,7465d5e8-cc44-5d7f-8abb-ec5410afc024,airpods,3,,2025-05-11T16:26:00+00:00
be8372b3-b1ce-4068-b888-4cf9b7e756b7,dd31032b-6dd2-426d-bfc1-f03e9f5eefa1,4906c563-1711-591b-8418-f39c7054284b,corporate finance,15,,2025-03-08T00:48:52+00:00
f70f2511-4584-478c-852b-1074dcbdab21,ff34dee7-a247-40d7-b920-a3d2e7a536c2,f4b249c6-0824-5444-a782-a1a1a7eb01d0,iphone 15,0,,2025-03-12T12:16:42+00:00
99965b73-88c5-4c60-9425-fc65e4d4bf7a,6eaf2004-a475-4bbd-b327-ceb492d267a7,11902648-2300-5743-84d9-04fa565161c3,bike,18,,2025-05-22T14:50:00+00:00
955d01b2-2b1b-49bf-8c31-51d0148e5b2e,1f5c9368-f634-4128-84d2-ef868162ba53,277e32b5-4abd-595d-8631-d8dcf4cad179,iphone 15,0,,2025-05-10T16:57:46+00:00
ab9ef6ca-798b-419c-877c-53d97dceeab0,cbcba9e3-129e-437d-adc8-13aae5e788ac,19cabbee-2447-504e-894c-33af47564b9e,airpods,3,,2025-04-14T13:21:59+00:00
6a875883-1e0b-4534-ba8b-e7e508b11f10,b387c825-7116-4b83-bd18-56e81111a5c9,a61cc579-0c1d-5652-9a7b-480fa574fbbf,mattress,39,6a1992a1-a7e5-427a-ba15-0fdef081d619,2025-04-04T11:45:21+00:00
f29aa724-0f02-4260-9b67-457add7c3d9d,5ab1b529-4f5e-42a1-8f82-f88bad579d46,a0a2939a-2cb5-5e07-a7c6-06f7a27bc178,headphones,24,,2025-03-16T07:56:23+00:00
e4ee6558-8fe4-41e8-9480-87fd7d145efd,081ff1ec-6b6e-4345-b592-685440228bd4,bd6db5fc-6476-50b8-b81a-3e62b0ba0106,ipad,18,,2025-07-05T17:12:00+00:00
6d9f9386-0174-421e-948a-c1c455d085e2,b387c825-7116-4b83-bd18-56e81111a5c9,a61cc579-0c1d-5652-9a7b-480fa574fbbf,kettle,13,,2025-04-04T11:39:16+00:00
a9027487-58aa-490b-8a5d-d8ff4196d570,e294d7c5-9f72-4226-9091-d2cf6c147a17,db9f196c-3a8b-5ddd-8ca8-24fd58a8596f,ipad,18,,2025-04-02T21:26:32+00:00
2b7ed83e-4ef8-4a2e-89c9-6e0146131d61,1738f94b-1c67-4612-9cd8-819ca50c35e3,9e20b401-cd8b-5848-8733-edf57ff950a1,kitchen,2,,2025-03-28T19:05:05+00:00
42469ee8-36d7-49cf-b649-47274964f707,f79de4b1-f0cc-45e9-85c3-b3112725fde1,c3fefb5a-6a47-5afb-bc38-ceece3c4fb42,bike,18,23b62030-bc09-4a1c-a0e9-e982f8b28649,2025-04-04T19:37:10+00:00
d60f1ae0-b3bf-4386-b1b7-d332ea09e44a,4baa25b9-1700-4782-a80b-d9e663939f70,d236df48-dc06-5610-9023-641bf01db1c1,headphones,24,,2025-04-14T00:36:58+00:00
6f2f9282-5f5a-4b2d-ba34-ff27754fab00,74375a59-e8c7-406f-8580-d46c74187dc9,b15e13f8-38bf-5431-8d83-e615b85ebe5d,concert tickets,0,,2025-04-26T22:15:33+00:00
92bd88c0-0f6f-4672-8a7d-cba057408770,a1e4b04f-3354-4716-9914-0e447f91fb26,d78d32e8-6801-531e-bba5-a13f5ef2114b,guitar,0,,2025-04-17T17:29:00+00:00
a8154382-31e2-4a36-babd-aff6e05d45b7,44dae102-8716-4274-95ac-bf413382999a,0c3a50d9-dd05-5354-b3c1-2a4c8b49f7ec,headphones,24,0e426053-cba8-4632-8d16-ff2be180e0ef,2025-06-24T16:14:07+00:00
97da207b-3035-45a0-a757-94942ab3b50e,ae8523f3-49f1-45d4-ab29-0313676f12d0,267704fc-2a9c-540f-a6e7-e0d031d13a4e,airpods,3,,2025-06-08T18:13:54+00:00
e18504c5-dc3a-499b-87b1-573474f85b3a,71938832-5c59-49e3-be85-9acbd7ca55ba,08a583a0-e044-55c7-84d0-1ad7b985533d,airpods,3,ce945666-5c66-40bf-8978-0cc463d79ab9,2025-04-09T19:43:24+00:00
e3993bca-07e0-4608-b738-e84ee34970f2,2709bb2d-e639-44c0-920f-80a9f4c4955e,bf83602d-eb12-570d-9647-27cf78afd1cd,dresser,25,c49f8e32-12d4-4b19-8ea8-f9d67239b259,2025-04-01T18:00:32+00:00
e3ef9d31-db6f-47fe-bb4f-a381b93869c7,e984c74d-dd4a-466b-b93f-7f517e76b6c7,3daf4b01-ef03-5b46-8b21-33470f76fd08,ikea desk,0,,2025-04-13T03:02:56+00:00
379609c7-b6fd-4599-b699-d508329f803b,b2934820-ad75-476f-ade6-054a7c89f295,a52ddd83-d0f1-5d4e-8612-c8cdb0f9d6c7,laptop,2,,2025-04-11T10:42:18+00:00
e84acfcf-4b34-4412-93a0-b167ce8cb1fa,323eb581-df66-495e-b4c3-b8d51316dccb,5cc246a2-480a-51e9-acdf-f8c96f2bde52,cat,0,,2025-04-08T13:51:49+00:00
6a9419a6-53f4-4183-b33e-5bc3d459eaa6,82c26f80-0b16-4534-b361-35fddfa95816,7fa05691-5d51-5117-9d7e-c715b3e5d6d9,mini fridge,5,,2025-04-22T07:55:02+00:00
dfa6db6e-84f0-418a-936c-f74f9a9dce4f,1c53189a-7903-4dcb-97d6-29489110198e,86a2b712-46ae-55dc-8cb6-8702d4141861,boots,15,8e8eba10-09ed-4736-9283-5f89aae2cb09,2025-04-24T09:26:20+00:00
dc1655c3-d06c-4397-a995-ee505eb09e67,7357e086-3d97-4c00-bd2a-662d18d0abec,79974f06-1198-52ba-a537-e9925f0838d0,office chair,0,,2025-05-02T12:13:54+00:00
3c5f4d00-6f33-414d-981c-0949b823d86b,7524322e-1510-48cc-868b-8d59b328109b,f1ac847b-ed16-5111-8b09-1183de325192,kitchen,2,,2025-04-12T22:39:11+00:00
8f741798-d5d7-4ebd-bf69-a1f521a7d85e,904d370b-c057-4076-ab96-6f35351482c2,9ef8fd2e-f042-525a-8f7a-4bd2b5c885f6,headphones,24,eb621914-6db2-44f2-a637-6be7046a22bf,2025-05-06T17:24:54+00:00
6bcba27e-4953-418c-a5e5-43d52ad2c730,5da9c176-ec13-4102-b6cf-121f4b145d5a,6e6f2710-6a52-5c8b-8e5a-5490246b88c5,laptop,2,c8f837d8-1ae3-482c-b2a6-4ca0393af822,2025-04-20T03:39:27+00:00
1c45c4b1-0e3a-4070-ba15-0b07d9732f19,e294d7c5-9f72-4226-9091-d2cf6c147a17,10bdbbd8-f525-5912-8b71-1067f08b7a1a,laptop,2,c8f837d8-1ae3-482c-b2a6-4ca0393af822,2025-04-24T17:44:40+00:00
8e18d68d-e980-4e3b-a0de-fb5027800eb3,f79de4b1-f0cc-45e9-85c3-b3112725fde1,be09bf95-e370-547d-bb6e-18006f89fd6c,mini fridge,5,,2025-04-19T03:00:22+00:00
bbae6bef-93f9-4b0e-a6bc-65b02dc48f48,ce36aea6-fdbd-41f0-af71-96972ce4d5d1,920e286b-6ae3-5f1f-a80b-450b8de71c25,apartment,0,,2025-05-04T03:54:34+00:00
072cbc6b-cffd-4efa-9960-74698b740e6f,0c75c528-0777-4d48-b0e4-87ab07dcd5a2,a010973b-7b61-5a0d-b711-d81eec8710f1,sofa,28,,2025-04-22T08:10:29+00:00
7aaf2bf8-73cb-41a2-ad35-13bcb4fcf9a3,bf6c0e33-5fc6-4e92-8a2d-83065bf149c4,875f254c-d385-5e19-8eaa-2d1efc786008,free,16,,2025-04-25T13:36:16+00:00
c297e247-7419-4f0c-a5b5-59bbe99a9ef0,484b4933-21fa-4a46-904b-33017ff3857f,9736a85a-27de-5ef6-a55f-b1bb283b9e6b,lamp,8,356d8df8-dd69-4f7d-a87e-0c7d8c5cfd6c,2025-04-17T21:22:06+00:00
d8375ecb-4473-4d6c-b3af-5ea2783a6983,ff34dee7-a247-40d7-b920-a3d2e7a536c2,98b9d836-92dd-532e-a4cf-5f99eb64cc48,boots,15,,2025-04-22T21:01:52+00:00
fab408d1-5c61-426e-84fd-76ed99af40d7,75fb3cc3-3a13-475e-9146-fa6c2c28ad75,550865fa-f7a3-5744-ae42-d56ddcb3b81b,mattress,39,,2025-05-10T05:22:14+00:00
2d387412-3ba3-4ad3-b50a-6984a0d4650b,53cbc155-02f5-409e-90b8-e1d1b8a42be9,f79694cd-beea-5ae8-9c50-04cfe7d5763c,monitor,17,,2025-04-17T18:56:17+00:00
ad0cdaf8-9b32-4c4f-8613-359589723b99,75a9c08b-c3f9-48ea-bba3-d6136d51a785,cd042c38-d8e8-5147-829b-733ee608b958,winter coat,0,,2025-05-15T09:27:53+00:00
04d15d2a-a35c-4aa7-b232-3ddd23c24c6c,ec6a23be-ddf8-411b-a001-feea58a50c51,68c8562c-0517-51be-afb0-4c340233d0d7,office chair,0,,2025-05-15T15:54:03+00:00
81a475cc-447b-4ea7-b24e-1f705bf5df71,e7f25965-2024-4c9f-a575-caa1e7bc13df,68f62295-994e-52e6-b840-890d761208ca,desk,83,,2025-05-08T01:07:48+00:00
685e5aba-70fa-43bc-899f-4408defb0f67,9683d7cb-c320-48ab-b91d-373a4a32cc44,fc0e5e40-520a-5b71-b624-dcc20fd76c6c,microwave,4,5af3b4d7-8eda-46c2-ba32-d081cca3ff07,2025-04-16T10:20:56+00:00
3d75ce96-4aaa-480b-8ecf-d82d5d13d499,19dfffd3-69fe-4589-9939-0de48e436817,f4b0a07b-6935-58f5-9808-93ddbd39822a,guitar,0,,2025-04-20T07:51:56+00:00
fc12bb54-8ff5-4c41-bfc5-32f89619a824,9f74975f-3000-4ef2-b2a2-1cdac8513b60,88931068-acb8-5d01-9253-9d16c51dac6c,bike,18,,2025-05-13T16:39:06+00:00
2e5cbe71-496e-4609-8d14-ca38f16c916b,b2934820-ad75-476f-ade6-054a7c89f295,463584d2-1ccf-5054-af1f-7ead0651e954,printer,0,,2025-05-11T05:04:41+00:00
57ae83f4-0fb1-4dd1-9162-ee00e8722fcb,742f60c2-2f3a-4c03-86e2-e6b289299c40,060f02e4-2a57-5c3e-afb9-aeb7d881b673,office chair,0,,2025-05-10T21:50:13+00:00
948fb975-3d10-4484-8679-34242e1c53de,b387c825-7116-4b83-bd18-56e81111a5c9,e27aa602-6484-513a-aa83-8ce4453f4e83,airpods max,0,,2025-05-16T00:46:06+00:00
752c68cd-7078-4204-a2d5-99a5f7983513,4c8ec64f-c0d0-4cfb-b064-d47de0ec57ba,f843e70b-4b7b-544c-9ea5-d09abc5dbe70,headphones,24,,2025-04-19T11:22:42+00:00
15d3f6b8-199f-4a2c-8699-d3bb7122f71e,054fe171-2aa2-4064-be59-369e103477d7,4076db24-3bc2-533b-a604-3efb1983bb79,vacuum,17,,2025-05-11T01:47:36+00:00
6e05b9fb-6cc2-4180-9883-eb44c977f4f0,c826c699-c25f-4e45-bc9a-8ef83d1a94fb,36f9c8ef-711e-59b1-b8eb-58ee51a5fe44,coffee table,17,,2025-05-14T02:53:38+00:00
db2d7230-8c81-4173-afdd-940b2c6cd666,c90cc779-75f4-4f0d-8f0e-bf02ad0ba33c,7e1ed970-8cec-5a23-8658-5fe3af37033c,boots,15,,2025-06-07T17:49:45+00:00
5c447d82-740a-42d9-aaf8-07c8e7fe3442,2e33ff49-a484-4f82-95d2-dc4216703bb3,6613e830-5b76-587f-b857-f4da742c9a68,vacuum,17,,2025-05-12T19:07:17+00:00
d94ea94f-2f90-483d-9ab7-24bbdd3c848a,42688444-55cc-483b-a92c-df6777013516,c55deb18-65e9-5e11-8692-88305d74e858,rice cooker,5,30653cec-e6ca-4b5d-84e5-378b70a97f65,2025-05-21T21:30:25+00:00
5671b42b-9478-4118-96d7-8621554a4324,7f332889-8032-467d-a20a-a0aadb0a6c98,23bfc3ff-7924-5ea4-9e7d-1edca1c52710,standing desk,15,,2025-05-09T05:16:02+00:00
