id,seller_id,source,title,description,category,subcategory,condition,price_cents,is_free,is_negotiable,zip_code,status,view_count,save_count,enquiry_count,external_url,posted_at,sold_at,buyer_id,sold_price_cents
f0951fa0-04fb-4abb-8aa2-42248467ee46,e0ac1371-730b-4fd6-8af4-80859ee0ade7,internal,"IPad Pro 11"", wifi","Genuinely like new. No marks, everything works exactly as it should. Bought it for a sublet that ended early. Easy pickup near campus, evenings and weekends work best.",electronics,,like_new,30000,false,true,11106,reserved,26,1,1,,2024-08-30T23:18:29+00:00,,,
3965cc3b-bde9-4769-8530-9bad826507cd,b9468cb9-ed1b-40fe-a021-2f6da1f2925d,internal,Folding dining table + 2 chairs,,furniture,sofas_tables,used_fair,9000,false,false,10031,active,35,2,0,,2024-09-01T19:34:20+00:00,,,
c1a1dbb4-31aa-4995-9f85-85f1c622daf7,743aae1e-e024-4953-a3ae-1413333f514f,internal,"3-drawer dresser, black",,furniture,storage_shelving,like_new,11000,false,false,10027,active,63,4,2,,2024-09-02T10:16:28+00:00,,,
12b44479-860f-40b1-9bed-6da8502ddad6,ba4e0520-1425-44b4-ba42-764ccd9799f7,internal,"Pair of dining chairs, oak","Fair condition, priced to reflect it. Works fine, looks lived in. Moving to a smaller place at the end of the month, so it needs a new home. Collect from Morningside Heights; message me and we will find a time.",furniture,chairs,used_fair,2000,false,false,10027,sold,11,0,1,,2024-09-02T11:47:47+00:00,2024-09-08T10:21:57+00:00,c60fc12d-ef3b-47a2-b08d-d35daaa0261f,1900
b9e1cdae-13f6-4213-8894-bb79d35d23c6,e0ac1371-730b-4fd6-8af4-80859ee0ade7,internal,Epidemiology — full course bundle,"Never used. Bought it in September and it has sat in the box since. Bought it for a sublet that ended early. Easy pickup near Amsterdam Ave, evenings and weekends work best.",textbooks,,new,9000,false,false,11106,active,21,5,0,,2024-09-03T03:44:32+00:00,,,
edebdbbc-c908-4e82-8a75-531788257ae3,ba4e0520-1425-44b4-ba42-764ccd9799f7,internal,Folding dining table + 2 chairs,"Genuinely like new. No marks, everything works exactly as it should. Bought it for a sublet that ended early. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",furniture,sofas_tables,like_new,12000,false,false,10027,active,91,9,1,,2024-09-04T01:35:34+00:00,,,
6dc97872-dc25-4114-a162-6a5236efca6d,ba4e0520-1425-44b4-ba42-764ccd9799f7,internal,Yoga mat + blocks,Used it for about a month and it looks the same as the day I got it. Heading back home after this semester and cannot take it with me. Cash or Venmo. I can meet near Morningside Heights any afternoon.,sports,,like_new,3000,false,false,10027,active,74,7,0,,2024-09-06T06:15:04+00:00,,,
9a5db7f4-f2e3-46e4-b8a7-20dd5bd9f1d5,ec6a23be-ddf8-411b-a001-feea58a50c51,internal,Rolling clothes rack + hangers,"Everything works. A couple of light marks from moving, nothing structural. Bought it for a sublet that ended early. Collect from Amsterdam Ave; message me and we will find a time. Original box and instructions included.",furniture,storage_shelving,used_good,3500,false,false,10025,active,10,1,0,,2024-09-09T05:25:53+00:00,,,
3a97e965-5544-4579-b3f8-449e4f4288cb,128acef2-f235-4b4f-9ba9-12cf0271ac50,internal,"Bike lock, lights and helmet bundle",,bikes_transport,,like_new,8500,false,true,10027,active,120,13,2,,2024-09-10T12:22:47+00:00,,,
d26e5ca3-f960-4446-8c88-63abe572515e,484b4933-21fa-4a46-904b-33017ff3857f,internal,"Suit, size XS, tailored once","Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Heading back home after this semester and cannot take it with me. Collect from Morningside Heights; message me and we will find a time. Can send more photos of any detail you want to see.",clothing,,used_good,10000,false,true,10031,reserved,80,9,0,,2024-09-12T18:44:56+00:00,,,
080a318e-ac1f-40b3-b379-7e32332d5c38,5ca23f6e-524f-449e-b9d2-a758e70cff73,internal,Sony WH-1000XM4 headphones,,electronics,,used_good,7000,false,false,10027,active,81,8,0,,2024-09-13T10:40:37+00:00,,,
e23e1b1e-4b0a-4e2a-8f21-8429aa3ed420,ba4e0520-1425-44b4-ba42-764ccd9799f7,internal,"Weight bench, folding",,sports,,used_good,13000,false,false,10027,active,132,8,2,,2024-09-14T13:23:36+00:00,,,
55a4bba1-70b9-4171-95d3-5eeed79f9f9a,4cf59a7d-3daf-44fe-8e86-aa4389b82fc0,internal,"Small writing desk, birch","Genuinely like new. No marks, everything works exactly as it should. I am graduating in May and everything has to go before I move out. Collect from campus; message me and we will find a time.",furniture,desks,like_new,11000,false,true,11106,active,55,4,1,,2024-09-15T08:20:18+00:00,,,
9ff658f7-4247-427d-8874-6c2775c82e69,9fa1bd7e-fe95-4d72-89e0-17853678fb5b,internal,Anker power strip + USB-C hub,"Used for two semesters and it has held up well. Nothing broken, a bit of normal wear. Upgraded to a bigger one and have no room for both. Cash or Venmo. I can meet near 116th & Broadway any afternoon.",electronics,,used_good,5500,false,true,10014,active,34,2,1,,2024-09-16T02:32:38+00:00,,,
68ae6b58-3b62-40ca-8193-2d885066cf90,a83115e6-95d7-4710-8785-ad490862eb1d,internal,"Samsung 32"" curved monitor + stand","Everything works. A couple of light marks from moving, nothing structural. Bought it for a sublet that ended early. Easy pickup near the Columbia gates, evenings and weekends work best.",electronics,,used_good,6000,false,false,11217,active,125,11,0,,2024-09-19T11:56:20+00:00,,,
c264cff0-4086-41ec-9d6c-a768b83b4342,6236d33d-7b57-486d-81e8-a247d50fa2a4,internal,"MacBook Pro 13"", 8GB/256GB","Good condition overall — some honest wear, but nothing that affects using it. Moving to a smaller place at the end of the month, so it needs a new home. Easy pickup near Amsterdam Ave, evenings and weekends work best.",electronics,,used_good,39000,false,true,11217,active,35,1,0,,2024-09-20T10:16:01+00:00,,,
22ff3bf7-cb25-4648-b29e-ae0403c1511d,ab56d43e-6b4a-43a3-9b6c-f3bae36c4bb6,internal,Air purifier + spare filter,Barely touched — I moved into a furnished place two weeks later. I am graduating in May and everything has to go before I move out. Cash or Venmo. I can meet near Amsterdam Ave any afternoon. Can send more photos of any detail you want to see.,kitchen_home,,like_new,8000,false,true,10030,active,58,4,2,,2024-09-20T21:36:18+00:00,,,
16b6dcc0-a2fd-4574-b321-1acdc6e63e1e,ba4e0520-1425-44b4-ba42-764ccd9799f7,internal,"Dell 24"" monitor + stand",,electronics,,used_good,13000,false,true,10027,sold,11,2,1,,2024-09-21T02:43:14+00:00,2024-09-22T08:50:47+00:00,43dbd776-bd4c-4ef1-933a-59af47a589b5,12500
34556ba1-6f49-402d-a87d-f41be52f98ae,42688444-55cc-483b-a92c-df6777013516,internal,"Desk chair, black, adjustable",Barely touched — I moved into a furnished place two weeks later. Bought it for a sublet that ended early. Collect from the Columbia gates; message me and we will find a time.,furniture,chairs,like_new,11000,false,true,10027,sold,17,2,1,,2024-09-21T05:39:38+00:00,2024-09-29T14:32:41+00:00,3ae23a73-75a2-49e9-b24e-8c3459016993,10600
c13e74fb-223c-4ff2-b698-732b92c3ea47,ec6a23be-ddf8-411b-a001-feea58a50c51,internal,Marketing Strategy 9th ed. + solutions manual,"Well used and it shows — a few dents and one sticky drawer, but it does its job. Heading back home after this semester and cannot take it with me. Easy pickup near Morningside Heights, evenings and weekends work best. I will throw in the matching lamp for free.",textbooks,,used_fair,4500,false,true,10025,active,136,11,1,,2024-09-21T21:28:29+00:00,,,
ff7cb602-ba0a-4d9f-9ebb-56372c595818,42688444-55cc-483b-a92c-df6777013516,internal,"Winter boots, size S, waterproof",,clothing,,used_good,3500,false,true,10027,active,238,30,5,,2024-09-29T12:08:58+00:00,,,
f55b2a6e-ebfa-4695-b522-729fc8bb82b5,b3756f66-bc0a-4be7-b18e-d5a43ae2cb20,internal,Queen mattress + metal frame,Barely touched — I moved into a furnished place two weeks later. Heading back home after this semester and cannot take it with me. Collect from campus; message me and we will find a time.,furniture,beds_mattresses,like_new,17000,false,true,10027,sold,11,0,1,,2024-09-30T09:15:37+00:00,2024-10-02T11:34:30+00:00,5ca23f6e-524f-449e-b9d2-a758e70cff73,15600
f1f299a8-94c2-4971-8d32-eefbd70496e3,ba4e0520-1425-44b4-ba42-764ccd9799f7,internal,Air purifier + spare filter,,kitchen_home,,used_good,7500,false,false,10027,active,113,9,0,,2024-09-30T12:23:51+00:00,,,
58f1ff8d-6d9a-4932-971e-0b02dcf4b147,ba4e0520-1425-44b4-ba42-764ccd9799f7,internal,Managerial Economics — full course bundle,"Genuinely like new. No marks, everything works exactly as it should. I am graduating in May and everything has to go before I move out. Cash or Venmo. I can meet near 116th & Broadway any afternoon.",textbooks,,like_new,5500,false,false,10027,sold,27,2,1,,2024-10-03T09:01:55+00:00,2024-10-07T04:33:41+00:00,128acef2-f235-4b4f-9ba9-12cf0271ac50,5300
45ce048c-a2a2-43c1-8050-7a21bbb00bc8,42688444-55cc-483b-a92c-df6777013516,internal,Epidemiology (Norton) 12th ed.,"Genuinely like new. No marks, everything works exactly as it should. Finished the course, so I no longer need it. Collect from 116th & Broadway; message me and we will find a time.",textbooks,,like_new,5000,false,true,10027,active,77,9,2,,2024-10-04T03:24:57+00:00,,,
baf97d52-7bc9-4caa-a761-0ce9c8d9d9aa,b0f283a0-c828-4aff-80c1-0fa9a4940b92,internal,"3-seat sofa, navy","Genuinely like new. No marks, everything works exactly as it should. Finished the course, so I no longer need it. Happy to hold it for a day if you need to arrange a car.",furniture,sofas_tables,like_new,11000,false,false,11102,active,15,0,0,,2024-10-04T05:26:11+00:00,,,
937937f9-03b3-422e-b103-ac8815fafae8,b3756f66-bc0a-4be7-b18e-d5a43ae2cb20,internal,"Linear Algebra (McGraw-Hill), international edition","Brand new, still sealed — I ordered the wrong size and the return window closed. Moving to a smaller place at the end of the month, so it needs a new home. Easy pickup near the Columbia gates, evenings and weekends work best.",textbooks,,new,2500,false,false,10027,active,147,16,0,,2024-10-07T05:19:54+00:00,,,
5038eddd-be96-409c-ab71-47f4d8d2558d,a80b24ca-19f4-4796-9a5e-683f4e8f7b14,internal,Linear Algebra 12th ed. + solutions manual,"Unopened, tags still on. Bought two by mistake. Finished the course, so I no longer need it. Easy pickup near Morningside Heights, evenings and weekends work best. Original box and instructions included.",textbooks,,new,9000,false,false,10031,active,60,6,0,,2024-10-07T14:12:41+00:00,,,
f315d986-c3b1-4f85-8e87-b0bbffc0a14e,f79de4b1-f0cc-45e9-85c3-b3112725fde1,internal,"3-drawer dresser, beige","Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. I am graduating in May and everything has to go before I move out. Cash or Venmo. I can meet near Amsterdam Ave any afternoon.",furniture,storage_shelving,used_good,13000,false,false,10027,active,91,6,1,,2024-10-09T02:23:29+00:00,,,
4cc2324d-c14b-452e-af2d-3cd8f9cd314d,0581305f-6e14-482c-94be-e2a7bab71968,internal,"Wool overcoat, size XL","Barely touched — I moved into a furnished place two weeks later. I am graduating in May and everything has to go before I move out. Pickup only, 3rd floor with an elevator — I can help carry it down to the street. Open to a small discount if you take it today.",clothing,,like_new,22000,false,true,07310,active,70,9,0,,2024-10-12T19:21:13+00:00,,,
a9f5e0f7-2df2-4ea9-86fe-7a39d7fc80b6,5d717b99-735c-4981-87a3-225adde8acea,internal,"Kobo Clara, wifi","Used for two semesters and it has held up well. Nothing broken, a bit of normal wear. I am graduating in May and everything has to go before I move out. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",electronics,,used_good,14000,false,true,10027,active,53,3,1,,2024-10-13T06:06:03+00:00,,,
65d32c35-8bb8-4f3b-beba-ec90d3319c28,43dbd776-bd4c-4ef1-933a-59af47a589b5,internal,"Desk chair, beige, adjustable","Good condition overall — some honest wear, but nothing that affects using it. Bought it for a sublet that ended early. Cash or Venmo. I can meet near the Columbia gates any afternoon. Open to a small discount if you take it today.",furniture,chairs,used_good,4500,false,true,10031,draft,0,0,0,,2024-10-13T15:07:52+00:00,,,
90cd19aa-5285-423a-afed-01ee290ae9ea,ba4e0520-1425-44b4-ba42-764ccd9799f7,internal,"Memory foam mattress topper, twin XL",,furniture,beds_mattresses,used_good,2500,false,false,10027,active,225,26,2,,2024-10-16T09:13:53+00:00,,,
4a17397e-f126-4099-a032-b406836fc205,887b7fc5-3512-427f-b5f1-d0629d72dcf0,internal,"Futon sofa, grey","Everything works. A couple of light marks from moving, nothing structural. Heading back home after this semester and cannot take it with me. Collect from 116th & Broadway; message me and we will find a time.",furniture,sofas_tables,used_good,9500,false,false,10027,active,197,11,3,,2024-10-16T11:44:11+00:00,,,
f4a3f3e1-2935-4940-b2a6-c6388214bf59,819e531a-e9e2-4d6e-92fc-0f0bf2f0f251,internal,"Cast iron skillet, seasoned","Used it for about a month and it looks the same as the day I got it. Moving to a smaller place at the end of the month, so it needs a new home. Cash or Venmo. I can meet near Morningside Heights any afternoon. I will throw in the matching lamp for free.",kitchen_home,,like_new,5000,false,true,10028,active,55,5,1,,2024-10-18T00:08:49+00:00,,,
568ff6a7-f2b6-4032-b8b8-13a6194cd1e2,484b4933-21fa-4a46-904b-33017ff3857f,internal,"Pair of dining chairs, white","Used for two semesters and it has held up well. Nothing broken, a bit of normal wear. Finished the course, so I no longer need it. Collect from 116th & Broadway; message me and we will find a time.",furniture,chairs,used_good,6500,false,false,10031,sold,21,1,1,,2024-10-18T04:18:33+00:00,2024-10-26T21:48:51+00:00,ba4e0520-1425-44b4-ba42-764ccd9799f7,6200
4f167669-bc1e-4161-9cd7-c8f20a1812d6,bc9cbd74-f51e-47e9-ba77-1f2c017e9cca,internal,"Wool overcoat, size XS","Everything works. A couple of light marks from moving, nothing structural. I am graduating in May and everything has to go before I move out. Cash or Venmo. I can meet near the Columbia gates any afternoon.",clothing,,used_good,15000,false,false,07310,active,65,9,2,,2024-10-18T14:31:32+00:00,,,
aad7422a-73d9-45d7-85db-19b4df31d5c0,ded797b6-afed-4f9c-8ae0-35b3c61aa0e4,internal,"Microeconomics reader, spiral bound",,textbooks,,used_good,1400,false,true,11215,sold,6,2,0,,2024-10-20T13:01:37+00:00,2024-10-27T21:17:50+00:00,,1400
9430e7ea-625c-449a-ba98-5efd0f14d9eb,6236d33d-7b57-486d-81e8-a247d50fa2a4,internal,"Suit, size XL, tailored once","Everything works. A couple of light marks from moving, nothing structural. Upgraded to a bigger one and have no room for both. Easy pickup near 116th & Broadway, evenings and weekends work best.",clothing,,used_good,12000,false,false,11217,active,18,1,0,,2024-10-21T13:22:13+00:00,,,
d17a2b60-fde0-4f45-b495-3d2d64bcf097,51910d94-7df2-4595-be53-5b43cb379762,internal,Twin XL mattress + metal frame,Never used. Bought it in September and it has sat in the box since. I am graduating in May and everything has to go before I move out. Cash or Venmo. I can meet near the Columbia gates any afternoon. Open to a small discount if you take it today.,furniture,beds_mattresses,new,21000,false,false,10027,active,548,42,7,,2024-10-24T18:57:05+00:00,,,
2dc277d6-6968-4855-adc6-3adf5f6b11b7,128acef2-f235-4b4f-9ba9-12cf0271ac50,internal,Folding dining table + 2 chairs,"Genuinely like new. No marks, everything works exactly as it should. Heading back home after this semester and cannot take it with me. Happy to hold it for a day if you need to arrange a car. Open to a small discount if you take it today.",furniture,sofas_tables,like_new,12000,false,true,10027,sold,10,1,1,,2024-10-25T14:18:24+00:00,2024-11-10T16:47:27+00:00,c3e6de0b-ae0e-464a-aeef-51bebdd50073,11500
9e09d63f-084c-4a53-9e46-73cf55878e7d,e5f76da6-068a-4b15-bb2c-649e314a26ed,internal,"Standing fan, 3 speeds",Barely touched — I moved into a furnished place two weeks later. Upgraded to a bigger one and have no room for both. Happy to hold it for a day if you need to arrange a car. Can send more photos of any detail you want to see.,kitchen_home,,like_new,6500,false,false,10027,active,78,5,2,,2024-10-26T03:29:35+00:00,,,
60d2863e-69e2-4453-a41b-dee0a9e2deb4,34441c15-0467-4b92-b3ab-8deb1054c830,internal,Folding shopping cart,"Good condition overall — some honest wear, but nothing that affects using it. I am graduating in May and everything has to go before I move out. Easy pickup near Amsterdam Ave, evenings and weekends work best.",bikes_transport,,used_good,3000,false,false,10031,active,133,9,2,,2024-10-26T04:44:28+00:00,,,
826c5d84-3830-4f3c-a9f9-05505be585bb,a83115e6-95d7-4710-8785-ad490862eb1d,internal,"3-drawer dresser, beige","Brand new, still sealed — I ordered the wrong size and the return window closed. Bought it for a sublet that ended early. Pickup only, 3rd floor with an elevator — I can help carry it down to the street. I will throw in the matching lamp for free.",furniture,storage_shelving,new,16000,false,true,11217,sold,5,1,1,,2024-10-30T10:58:18+00:00,2024-11-04T10:36:41+00:00,b000127a-7ff3-4aba-9f9f-56872787d1ed,15400
4fd32945-efa7-4828-ab03-fe22f8aad53e,5ca23f6e-524f-449e-b9d2-a758e70cff73,internal,"Small writing desk, white","Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Upgraded to a bigger one and have no room for both. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",furniture,desks,used_good,5000,false,false,10027,reserved,83,8,2,,2024-11-03T15:03:56+00:00,,,
41383e52-07a0-4d7f-8d71-c07ac8439446,d34b2b4a-bc0b-4ffd-83db-00f5cc6c937f,internal,Twin XL mattress + metal frame,,furniture,beds_mattresses,like_new,13000,false,false,10027,active,48,3,2,,2024-11-04T04:54:16+00:00,,,
b6c80d64-e4a2-4739-9f4f-ddd7c47db6d6,bacf1c32-002e-4d62-8c6c-221609513f2f,internal,"Dyson V8 cordless vacuum, all heads","Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Moving to a smaller place at the end of the month, so it needs a new home. Easy pickup near 116th & Broadway, evenings and weekends work best.",electronics,,used_good,0,true,false,10025,active,170,18,1,,2024-11-05T14:27:37+00:00,,,
c8b59a17-191d-4c66-a0b0-9cc8b21d1703,c3e6de0b-ae0e-464a-aeef-51bebdd50073,internal,Managerial Economics international ed. + solutions manual,,textbooks,,used_good,4500,false,false,10027,active,68,4,1,,2024-11-07T02:41:41+00:00,,,
20d6d26c-dc58-4c93-95a6-7083b5c29de9,323eb581-df66-495e-b4c3-b8d51316dccb,internal,"Assorted kitchen utensils, collect this week","Brand new, still sealed — I ordered the wrong size and the return window closed. Upgraded to a bigger one and have no room for both. Cash or Venmo. I can meet near campus any afternoon.",free_stuff,,new,0,true,false,10027,sold,80,6,2,,2024-11-09T05:48:32+00:00,2024-11-27T10:22:02+00:00,71938832-5c59-49e3-be85-9acbd7ca55ba,0
dc464101-f7a2-4647-95c3-0292397e7d0f,b000127a-7ff3-4aba-9f9f-56872787d1ed,internal,12-piece dinnerware set,,kitchen_home,,like_new,0,true,false,10044,active,1220,104,12,,2024-11-10T15:40:47+00:00,,,
a04779ce-e575-49c6-b1c6-eb3056cd05c5,99d52a61-bee5-4684-9df6-159e47cc27be,internal,Yoga mat + blocks,Barely touched — I moved into a furnished place two weeks later. Upgraded to a bigger one and have no room for both. Happy to hold it for a day if you need to arrange a car. Original box and instructions included.,sports,,like_new,5000,false,true,10027,sold,20,1,1,,2024-11-11T23:38:57+00:00,2024-12-03T14:07:44+00:00,f79de4b1-f0cc-45e9-85c3-b3112725fde1,4800
73a9cb41-a61e-40b6-9f12-16f380f74177,51910d94-7df2-4595-be53-5b43cb379762,internal,Anker power strip + USB-C hub,"Barely touched — I moved into a furnished place two weeks later. Moving to a smaller place at the end of the month, so it needs a new home. Pickup only, 3rd floor with an elevator — I can help carry it down to the street. Original box and instructions included.",electronics,,like_new,5500,false,false,10027,active,34,3,0,,2024-11-12T05:47:22+00:00,,,
5695c0bd-461f-47c2-9e55-11f2e667fe6f,6236d33d-7b57-486d-81e8-a247d50fa2a4,internal,"Mechanical keyboard, oak","Genuinely like new. No marks, everything works exactly as it should. Bought it for a sublet that ended early. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",electronics,,like_new,9500,false,false,11217,sold,12,0,1,,2024-11-15T06:39:13+00:00,2024-11-29T22:09:12+00:00,,9500
1fe784bc-6f30-4833-9ae6-4fcb0f296313,887b7fc5-3512-427f-b5f1-d0629d72dcf0,internal,Nespresso Essenza coffee machine,Some visible wear and a small chip on one corner. Happy to send more photos. Bought it for a sublet that ended early. Collect from the Columbia gates; message me and we will find a time.,kitchen_home,,used_fair,4000,false,true,10027,reserved,173,17,1,,2024-11-17T05:16:52+00:00,,,
9ea3c6f7-4487-41ed-a786-3cbcc74116d2,b9468cb9-ed1b-40fe-a021-2f6da1f2925d,internal,"Data Structures reader, spiral bound",,textbooks,,used_good,2000,false,true,10031,active,305,23,4,,2024-11-20T00:32:34+00:00,,,
df494339-a0af-4af8-b065-29d7ae47f220,4e2906a0-e445-4567-9bc3-c549a3448137,internal,"Mini fridge, works fine",,kitchen_home,,like_new,8000,false,false,10032,reserved,47,5,0,,2024-11-21T03:22:54+00:00,,,
f24de249-4a3a-48b6-a1ed-031d33049871,6236d33d-7b57-486d-81e8-a247d50fa2a4,internal,Data Structures 6th ed. + solutions manual,"Barely touched — I moved into a furnished place two weeks later. Bought it for a sublet that ended early. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",textbooks,,like_new,6000,false,true,11217,active,21,0,0,,2024-11-22T02:31:22+00:00,,,
199647d8-0522-41da-b006-85769c6e660f,e0ac1371-730b-4fd6-8af4-80859ee0ade7,internal,"Managerial Economics reader, spiral bound","Used for two semesters and it has held up well. Nothing broken, a bit of normal wear. Upgraded to a bigger one and have no room for both. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",textbooks,,used_good,4000,false,false,11106,sold,104,10,2,,2024-11-24T06:40:07+00:00,2025-01-16T06:23:59+00:00,b9468cb9-ed1b-40fe-a021-2f6da1f2925d,4000
ddf436c7-d717-4684-a7ea-833a81243af8,fba653f1-56a1-4e32-b3a6-1205a8a2e461,internal,"Memory foam mattress topper, queen","Used for two semesters and it has held up well. Nothing broken, a bit of normal wear. I am graduating in May and everything has to go before I move out. Happy to hold it for a day if you need to arrange a car.",furniture,beds_mattresses,used_good,0,true,false,10025,reserved,147,12,4,,2024-11-26T08:58:40+00:00,,,
e6fe2823-7d51-40c1-ad80-81d07a3ae9d6,3508da09-a51b-4ff3-8e0e-ee486e956b89,internal,"Marketing Strategy (McGraw-Hill), international edition","Unopened, tags still on. Bought two by mistake. Heading back home after this semester and cannot take it with me. Cash or Venmo. I can meet near Amsterdam Ave any afternoon.",textbooks,,new,6000,false,false,10016,active,65,8,1,,2024-12-02T00:11:04+00:00,,,
4a7763c6-7993-4714-a0b4-d863cc76100e,ba4e0520-1425-44b4-ba42-764ccd9799f7,internal,Folding dining table + 2 chairs,"Good condition overall — some honest wear, but nothing that affects using it. Upgraded to a bigger one and have no room for both. Pickup only, 3rd floor with an elevator — I can help carry it down to the street. Original box and instructions included.",furniture,sofas_tables,used_good,5500,false,false,10027,sold,16,1,1,,2024-12-02T13:11:57+00:00,2024-12-04T16:39:18+00:00,4baa25b9-1700-4782-a80b-d9e663939f70,5300
